11202020602,NA1NHZ5023-18SB,PRÁTICAS ESCOLARES EM EDUCAÇÃO ESPECIAL E INCLUSIVA A1-Noturno (São Bernardo)
11032014,NA1ESTO014-17SA,TERMODINÂMICA APLICADA I A1-Noturno (Santo André)
11032014,NA1ESZA019-17SA,VISÃO COMPUTACIONAL A1-Noturno (Santo André)
13201812294,NA1ESHC016-17SB,FINANÇAS CORPORATIVAS A1-Noturno (São Bernardo)
13201812294,NA1ESHC032-17SB,MACROECONOMIA II A1-Noturno (São Bernardo)
11202231084,DA1ESHR031-21SB,ECONOMIA POLÍTICA INTERNACIONAL A1-Diurno (São Bernardo)
11202231084,DA1ESHR024-14SB,HISTÓRIA DA POLÍTICA EXTERNA BRASILEIRA A1-Diurno (São Bernardo)
11202231084,DA1ESHR028-21SB,REGIME INTERNACIONAL DOS DIREITOS HUMANOS A1-Diurno (São Bernardo)
11202231084,DA1ESHR015-21SB,SEGURANÇA INTERNACIONAL A1-Diurno (São Bernardo)
21065813,NA1ESHT011-21SB,ANÁLISE DE DADOS PARA O PLANEJAMENTO TERRITORIAL A1-Noturno (São Bernardo)
21065813,NA1ESTO013-17SB,ENGENHARIA ECONÔMICA A1-Noturno (São Bernardo)
21065813,NA1ESZT022-17SB,MODELOS ECONÔMICOS E ANÁLISE DAS DINÂMICAS TERRITORIAIS A1-Noturno (São Bernardo)
11202130376,DA2BCM0506-15SA,COMUNICAÇÃO E REDES A2-Diurno (Santo André)
11202130376,DB1BIK0102-15SA,ESTRUTURA DA MATÉRIA B1-Diurno (Santo André)
11202130376,DA2BCN0405-15SA,INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS A2-Diurno (Santo André)
11202130376,DA3BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO A3-Diurno (Santo André)
11202131103,NA1BCM0506-15SA,COMUNICAÇÃO E REDES A1-Noturno (Santo André)
11202131103,NA1BIN0406-15SA,INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA A1-Noturno (Santo André)
11202131103,NA2BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO A2-Noturno (Santo André)
11108712,NA1ESZS012-17SB,APLICAÇÕES DE ELEMENTOS FINITOS PARA ENGENHARIA A1-Noturno (São Bernardo)
11108712,DA1ESTI002-17SA,ELETRÔNICA DIGITAL A1-Diurno (Santo André)
11108712,DA1ESZS033-17SB,PROPULSÃO AEROESPACIAL NÃO-CONVENCIONAL A1-Diurno (São Bernardo)
11108712,DA1ESZA006-17SA,TEORIA DE CONTROLE ÓTIMO A1-Diurno (Santo André)
11201811707,DB1ESTO015-17SB,MECÂNICA DOS FLUIDOS I B1-Diurno (São Bernardo)
11201811707,NA1ESZI016-17SA,PROJETO DE FILTROS DIGITAIS A1-Noturno (Santo André)
11201811707,DA1ESTB021-17SB,SENSORES BIOMÉDICOS A1-Diurno (São Bernardo)
11201811707,NA1ESTO014-17SA,TERMODINÂMICA APLICADA I A1-Noturno (Santo André)
11042015,NA1MCTA003-17SA,ANÁLISE DE ALGORITMOS A1-Noturno (Santo André)
11042015,NA2MCTA018-13SA,PROGRAMAÇÃO ORIENTADA A OBJETOS A2-Noturno (Santo André)
11042015,NA2MCTA025-13SA,SISTEMAS DISTRIBUÍDOS A2-Noturno (Santo André)
11079216,NA1MCTA018-13SA,PROGRAMAÇÃO ORIENTADA A OBJETOS A1-Noturno (Santo André)
11201920781,NA1BCS0002-15SA,PROJETO DIRIGIDO A1-Noturno (Santo André)
11201811563,NB1ESTA017-17SA,LABORATÓRIO DE MÁQUINAS ELÉTRICAS B1-Noturno (Santo André)
11201811563,NA1ESTO015-17SA,MECÂNICA DOS FLUIDOS I A1-Noturno (Santo André)
11201811563,DB1ESTO008-17SA,MECÂNICA DOS SÓLIDOS I B1-Diurno (Santo André)
11201811563,NA1ESTI006-17SA,PROCESSAMENTO DIGITAL DE SINAIS A1-Noturno (Santo André)
